timestamp;lightintensity;tvoc;noise;humidity;temperature;occupancy;co2-ndir;peoplecount;pm2.5;pm10;deviceTemperature;deviceID;EpochTime/UnixTime ( UTC )
1-5-2023 11:35:56;;;;;;;;;;;;rgb_peoplecount;1682933756.082
1-5-2023 11:37:51;;;;;;;;1;;;;rgb_peoplecount;1682933871.1
1-5-2023 11:37:56;;;;;;;;;;;;rgb_peoplecount;1682933876.203
1-5-2023 11:39:50;;;;;;;;1;;;;rgb_peoplecount;1682933990.806
1-5-2023 11:39:56;;;;;;;;;;;;rgb_peoplecount;1682933996.415
1-5-2023 11:41:51;;;;;;;;1;;;;rgb_peoplecount;1682934111.086
1-5-2023 11:41:56;;;;;;;;;;;;rgb_peoplecount;1682934116.586
1-5-2023 11:43:51;;;;;;;;1;;;;rgb_peoplecount;1682934231.155
1-5-2023 11:43:56;;;;;;;;;;;;rgb_peoplecount;1682934236.821
1-5-2023 11:45:51;;;;;;;;1;;;;rgb_peoplecount;1682934351.562
1-5-2023 11:45:56;;;;;;;;;;;;rgb_peoplecount;1682934356.388
1-5-2023 11:47:51;;;;;;;;1;;;;rgb_peoplecount;1682934471.528
1-5-2023 11:47:56;;;;;;;;;;;;rgb_peoplecount;1682934476.546
1-5-2023 11:49:51;;;;;;;;1;;;;rgb_peoplecount;1682934591.778
1-5-2023 11:49:56;;;;;;;;;;;;rgb_peoplecount;1682934596.795
1-5-2023 11:51:49;;;;;;;;1;;;;rgb_peoplecount;1682934709.206
1-5-2023 11:51:54;;;;;;;;;;;;rgb_peoplecount;1682934714.988
1-5-2023 11:53:49;;;;;;;;1;;;;rgb_peoplecount;1682934829.461
1-5-2023 11:53:55;;;;;;;;;;;;rgb_peoplecount;1682934835.31
1-5-2023 11:55:49;;;;;;;;1;;;;rgb_peoplecount;1682934949.337
1-5-2023 11:55:55;;;;;;;;;;;;rgb_peoplecount;1682934955.017
1-5-2023 11:57:49;;;;;;;;1;;;;rgb_peoplecount;1682935069.822
1-5-2023 11:57:54;;;;;;;;;;;;rgb_peoplecount;1682935074.969
1-5-2023 11:59:49;;;;;;;;1;;;;rgb_peoplecount;1682935189.987
1-5-2023 11:59:55;;;;;;;;;;;;rgb_peoplecount;1682935195.313
1-5-2023 12:01:50;;;;;;;;1;;;;rgb_peoplecount;1682935310.199
1-5-2023 12:01:55;;;;;;;;;;;;rgb_peoplecount;1682935315.321
1-5-2023 12:03:49;;;;;;;;1;;;;rgb_peoplecount;1682935429.828
1-5-2023 12:03:55;;;;;;;;;;;;rgb_peoplecount;1682935435.389
1-5-2023 12:05:50;;;;;;;;1;;;;rgb_peoplecount;1682935550.156
1-5-2023 12:05:55;;;;;;;;;;;;rgb_peoplecount;1682935555.853
1-5-2023 12:07:50;;;;;;;;1;;;;rgb_peoplecount;1682935670.346
1-5-2023 12:07:55;;;;;;;;;;;;rgb_peoplecount;1682935675.793
1-5-2023 12:09:50;;;;;;;;1;;;;rgb_peoplecount;1682935790.926
1-5-2023 12:09:56;;;;;;;;;;;;rgb_peoplecount;1682935796.171
1-5-2023 12:11:51;;;;;;;;0;;;;rgb_peoplecount;1682935911.142
1-5-2023 12:11:56;;;;;;;;;;;;rgb_peoplecount;1682935916.31
1-5-2023 12:13:50;;;;;;;;0;;;;rgb_peoplecount;1682936030.844
1-5-2023 12:13:56;;;;;;;;;;;;rgb_peoplecount;1682936036.201
1-5-2023 12:15:51;;;;;;;;0;;;;rgb_peoplecount;1682936151.062
1-5-2023 12:15:56;;;;;;;;;;;;rgb_peoplecount;1682936156.095
1-5-2023 12:17:51;;;;;;;;0;;;;rgb_peoplecount;1682936271.23
1-5-2023 12:17:56;;;;;;;;;;;;rgb_peoplecount;1682936276.619
1-5-2023 12:19:51;;;;;;;;0;;;;rgb_peoplecount;1682936391.473
1-5-2023 12:19:56;;;;;;;;;;;;rgb_peoplecount;1682936396.876
1-5-2023 12:21:51;;;;;;;;0;;;;rgb_peoplecount;1682936511.526
1-5-2023 12:21:56;;;;;;;;;;;;rgb_peoplecount;1682936516.651
1-5-2023 12:23:51;;;;;;;;0;;;;rgb_peoplecount;1682936631.848
1-5-2023 12:23:57;;;;;;;;;;;;rgb_peoplecount;1682936637
1-5-2023 12:25:51;;;;;;;;0;;;;rgb_peoplecount;1682936751.839
1-5-2023 12:25:56;;;;;;;;;;;;rgb_peoplecount;1682936756.745
1-5-2023 12:27:49;;;;;;;;0;;;;rgb_peoplecount;1682936869.131
1-5-2023 12:27:54;;;;;;;;;;;;rgb_peoplecount;1682936874.615
1-5-2023 12:29:49;;;;;;;;0;;;;rgb_peoplecount;1682936989.607
1-5-2023 12:29:54;;;;;;;;;;;;rgb_peoplecount;1682936994.942
1-5-2023 12:31:49;;;;;;;;1;;;;rgb_peoplecount;1682937109.595
